snapshot_date,store_id,product_id,opening_stock,units_sold,closing_stock,stockout_flag,excess_stock_flag
2026-01-01,S002,P0067,34,0,34,False,False
2026-01-01,S002,P0068,37,0,37,False,False
2026-01-01,S002,P0069,41,0,41,False,False
2026-01-01,S002,P0070,32,0,32,False,False
2026-01-01,S002,P0071,30,1,29,False,False
2026-01-01,S002,P0072,39,0,39,False,False
2026-01-01,S002,P0073,34,0,34,False,False
2026-01-01,S002,P0074,38,0,38,False,False
2026-01-01,S002,P0075,25,0,25,False,False
2026-01-01,S002,P0076,34,0,34,False,False
2026-01-01,S002,P0077,40,0,40,False,False
2026-01-01,S002,P0078,34,0,34,False,False
2026-01-01,S002,P0079,31,0,31,False,False
2026-01-01,S002,P0080,42,0,42,False,False
2026-01-01,S003,P0001,30,0,30,False,False
2026-01-01,S003,P0002,32,0,32,False,False
2026-01-01,S003,P0003,50,0,50,False,False
2026-01-01,S003,P0004,35,0,35,False,False
2026-01-01,S003,P0005,31,0,31,False,False
2026-01-01,S003,P0006,44,0,44,False,False
2026-01-01,S003,P0007,34,0,34,False,False
2026-01-01,S003,P0008,33,2,31,False,False
2026-01-01,S003,P0009,38,0,38,False,False
2026-01-01,S003,P0010,30,0,30,False,False
2026-01-01,S003,P0011,43,0,43,False,False
2026-01-01,S003,P0012,41,0,41,False,False
2026-01-01,S003,P0013,37,0,37,False,False
2026-01-01,S003,P0014,35,0,35,False,False
2026-01-01,S003,P0015,30,0,30,False,False
2026-01-01,S003,P0016,22,1,21,False,False
2026-01-01,S003,P0017,28,0,28,False,False
2026-01-01,S003,P0018,37,0,37,False,False
2026-01-01,S003,P0019,40,0,40,False,False
2026-01-01,S003,P0020,37,1,36,False,False
2026-01-01,S003,P0021,37,0,37,False,False
2026-01-01,S003,P0022,34,0,34,False,False
2026-01-01,S003,P0023,39,0,39,False,False
2026-01-01,S003,P0024,37,0,37,False,False
2026-01-01,S003,P0025,33,0,33,False,False
2026-01-01,S003,P0026,34,1,33,False,False
2026-01-01,S003,P0027,42,0,42,False,False
2026-01-01,S003,P0028,32,1,31,False,False
2026-01-01,S003,P0029,42,0,42,False,False
2026-01-01,S003,P0030,26,0,26,False,False
2026-01-01,S003,P0031,33,0,33,False,False
2026-01-01,S003,P0032,33,0,33,False,False
2026-01-01,S003,P0033,37,1,36,False,False
2026-01-01,S003,P0034,45,0,45,False,False
2026-01-01,S003,P0035,33,0,33,False,False
2026-01-01,S003,P0036,37,0,37,False,False
2026-01-01,S003,P0037,46,1,45,False,False
2026-01-01,S003,P0038,31,4,27,False,False
2026-01-01,S003,P0039,42,3,39,False,False
2026-01-01,S003,P0040,34,0,34,False,False
2026-01-01,S003,P0041,38,0,38,False,False
2026-01-01,S003,P0042,32,0,32,False,False
2026-01-01,S003,P0043,40,0,40,False,False
2026-01-01,S003,P0044,34,0,34,False,False
2026-01-01,S003,P0045,41,0,41,False,False
2026-01-01,S003,P0046,29,0,29,False,False
2026-01-01,S003,P0047,28,0,28,False,False
2026-01-01,S003,P0048,40,0,40,False,False
2026-01-01,S003,P0049,30,2,28,False,False
2026-01-01,S003,P0050,35,0,35,False,False
2026-01-01,S003,P0051,29,0,29,False,False
2026-01-01,S003,P0052,46,0,46,False,False
2026-01-01,S003,P0053,43,2,41,False,False
2026-01-01,S003,P0054,31,0,31,False,False
2026-01-01,S003,P0055,46,2,44,False,False
2026-01-01,S003,P0056,42,0,42,False,False
2026-01-01,S003,P0057,28,0,28,False,False
2026-01-01,S003,P0058,34,0,34,False,False
2026-01-01,S003,P0059,29,0,29,False,False
2026-01-01,S003,P0060,40,0,40,False,False
2026-01-01,S003,P0061,29,0,29,False,False
2026-01-01,S003,P0062,23,0,23,False,False
2026-01-01,S003,P0063,43,0,43,False,False
2026-01-01,S003,P0064,32,0,32,False,False
2026-01-01,S003,P0065,36,0,36,False,False
2026-01-01,S003,P0066,37,0,37,False,False
2026-01-01,S003,P0067,30,0,30,False,False
2026-01-01,S003,P0068,44,0,44,False,False
2026-01-01,S003,P0069,26,1,25,False,False
2026-01-01,S003,P0070,36,0,36,False,False
2026-01-01,S003,P0071,34,1,33,False,False
2026-01-01,S003,P0072,42,0,42,False,False
2026-01-01,S003,P0073,31,0,31,False,False
2026-01-01,S003,P0074,35,0,35,False,False
2026-01-01,S003,P0075,43,0,43,False,False
2026-01-01,S003,P0076,34,0,34,False,False
2026-01-01,S003,P0077,33,0,33,False,False
2026-01-01,S003,P0078,35,0,35,False,False
2026-01-01,S003,P0079,36,0,36,False,False
2026-01-01,S003,P0080,31,0,31,False,False
2026-01-01,S004,P0001,35,0,35,False,False
2026-01-01,S004,P0002,34,1,33,False,False
2026-01-01,S004,P0003,36,0,36,False,False
2026-01-01,S004,P0004,36,0,36,False,False
2026-01-01,S004,P0005,29,0,29,False,False
2026-01-01,S004,P0006,39,0,39,False,False
2026-01-01,S004,P0007,31,1,30,False,False
2026-01-01,S004,P0008,34,0,34,False,False
2026-01-01,S004,P0009,33,0,33,False,False
2026-01-01,S004,P0010,37,0,37,False,False
2026-01-01,S004,P0011,37,5,32,False,False
2026-01-01,S004,P0012,47,0,47,False,False
2026-01-01,S004,P0013,39,0,39,False,False
2026-01-01,S004,P0014,28,0,28,False,False
2026-01-01,S004,P0015,34,2,32,False,False
2026-01-01,S004,P0016,32,1,31,False,False
2026-01-01,S004,P0017,22,0,22,False,False
2026-01-01,S004,P0018,51,0,51,False,False
2026-01-01,S004,P0019,42,0,42,False,False
2026-01-01,S004,P0020,32,0,32,False,False
2026-01-01,S004,P0021,48,0,48,False,False
2026-01-01,S004,P0022,31,0,31,False,False
2026-01-01,S004,P0023,34,0,34,False,False
2026-01-01,S004,P0024,37,0,37,False,False
2026-01-01,S004,P0025,44,0,44,False,False
2026-01-01,S004,P0026,38,0,38,False,False
2026-01-01,S004,P0027,38,0,38,False,False
2026-01-01,S004,P0028,39,3,36,False,False
2026-01-01,S004,P0029,38,1,37,False,False
2026-01-01,S004,P0030,34,0,34,False,False
2026-01-01,S004,P0031,30,0,30,False,False
2026-01-01,S004,P0032,41,0,41,False,False
2026-01-01,S004,P0033,34,1,33,False,False
2026-01-01,S004,P0034,31,0,31,False,False
2026-01-01,S004,P0035,34,0,34,False,False
2026-01-01,S004,P0036,36,2,34,False,False
2026-01-01,S004,P0037,30,0,30,False,False
2026-01-01,S004,P0038,34,0,34,False,False
2026-01-01,S004,P0039,37,2,35,False,False
2026-01-01,S004,P0040,35,0,35,False,False
2026-01-01,S004,P0041,35,3,32,False,False
2026-01-01,S004,P0042,29,0,29,False,False
2026-01-01,S004,P0043,33,0,33,False,False
2026-01-01,S004,P0044,27,3,24,False,False
2026-01-01,S004,P0045,35,0,35,False,False
2026-01-01,S004,P0046,42,2,40,False,False
2026-01-01,S004,P0047,35,0,35,False,False
2026-01-01,S004,P0048,33,0,33,False,False
2026-01-01,S004,P0049,51,1,50,False,False
2026-01-01,S004,P0050,43,0,43,False,False
2026-01-01,S004,P0051,41,2,39,False,False
2026-01-01,S004,P0052,47,0,47,False,False
2026-01-01,S004,P0053,28,1,27,False,False
2026-01-01,S004,P0054,36,0,36,False,False
2026-01-01,S004,P0055,26,0,26,False,False
2026-01-01,S004,P0056,32,2,30,False,False
2026-01-01,S004,P0057,31,2,29,False,False
2026-01-01,S004,P0058,32,1,31,False,False
2026-01-01,S004,P0059,39,0,39,False,False
2026-01-01,S004,P0060,37,0,37,False,False
2026-01-01,S004,P0061,36,0,36,False,False
2026-01-01,S004,P0062,33,0,33,False,False
2026-01-01,S004,P0063,24,2,22,False,False
2026-01-01,S004,P0064,28,0,28,False,False
2026-01-01,S004,P0065,31,0,31,False,False
2026-01-01,S004,P0066,28,0,28,False,False
2026-01-01,S004,P0067,37,2,35,False,False
2026-01-01,S004,P0068,41,0,41,False,False
2026-01-01,S004,P0069,45,0,45,False,False
2026-01-01,S004,P0070,39,1,38,False,False
2026-01-01,S004,P0071,26,0,26,False,False
2026-01-01,S004,P0072,28,0,28,False,False
2026-01-01,S004,P0073,25,0,25,False,False
2026-01-01,S004,P0074,33,0,33,False,False
2026-01-01,S004,P0075,36,0,36,False,False
2026-01-01,S004,P0076,34,1,33,False,False
2026-01-01,S004,P0077,29,0,29,False,False
2026-01-01,S004,P0078,45,0,45,False,False
2026-01-01,S004,P0079,22,2,20,False,False
2026-01-01,S004,P0080,43,0,43,False,False
2026-01-01,S005,P0001,25,0,25,False,False
2026-01-01,S005,P0002,38,0,38,False,False
2026-01-01,S005,P0003,34,0,34,False,False
2026-01-01,S005,P0004,39,0,39,False,False
2026-01-01,S005,P0005,38,0,38,False,False
2026-01-01,S005,P0006,33,0,33,False,False
2026-01-01,S005,P0007,35,0,35,False,False
2026-01-01,S005,P0008,32,1,31,False,False
2026-01-01,S005,P0009,32,0,32,False,False
2026-01-01,S005,P0010,51,0,51,False,False
2026-01-01,S005,P0011,39,1,38,False,False
2026-01-01,S005,P0012,42,1,41,False,False
2026-01-01,S005,P0013,31,0,31,False,False
2026-01-01,S005,P0014,41,0,41,False,False
2026-01-01,S005,P0015,34,0,34,False,False
2026-01-01,S005,P0016,30,0,30,False,False
2026-01-01,S005,P0017,26,0,26,False,False
2026-01-01,S005,P0018,47,0,47,False,False
2026-01-01,S005,P0019,29,0,29,False,False
2026-01-01,S005,P0020,36,0,36,False,False
2026-01-01,S005,P0021,40,0,40,False,False
2026-01-01,S005,P0022,23,1,22,False,False
2026-01-01,S005,P0023,38,0,38,False,False
2026-01-01,S005,P0024,38,0,38,False,False
2026-01-01,S005,P0025,38,0,38,False,False
2026-01-01,S005,P0026,33,0,33,False,False
2026-01-01,S005,P0027,31,1,30,False,False
2026-01-01,S005,P0028,29,0,29,False,False
2026-01-01,S005,P0029,28,0,28,False,False
2026-01-01,S005,P0030,43,0,43,False,False
2026-01-01,S005,P0031,29,1,28,False,False
2026-01-01,S005,P0032,36,1,35,False,False
2026-01-01,S005,P0033,34,1,33,False,False
2026-01-01,S005,P0034,37,0,37,False,False
2026-01-01,S005,P0035,35,1,34,False,False
2026-01-01,S005,P0036,32,0,32,False,False
2026-01-01,S005,P0037,42,0,42,False,False
2026-01-01,S005,P0038,37,0,37,False,False
2026-01-01,S005,P0039,38,1,37,False,False
2026-01-01,S005,P0040,31,0,31,False,False
2026-01-01,S005,P0041,30,0,30,False,False
2026-01-01,S005,P0042,34,2,32,False,False
2026-01-01,S005,P0043,34,1,33,False,False
2026-01-01,S005,P0044,26,1,25,False,False
2026-01-01,S005,P0045,45,2,43,False,False
2026-01-01,S005,P0046,29,1,28,False,False
2026-01-01,S005,P0047,27,0,27,False,False
2026-01-01,S005,P0048,31,1,30,False,False
2026-01-01,S005,P0049,47,3,44,False,False
2026-01-01,S005,P0050,32,0,32,False,False
2026-01-01,S005,P0051,36,0,36,False,False
2026-01-01,S005,P0052,34,0,34,False,False
2026-01-01,S005,P0053,42,0,42,False,False
2026-01-01,S005,P0054,38,0,38,False,False
2026-01-01,S005,P0055,28,0,28,False,False
2026-01-01,S005,P0056,40,0,40,False,False
2026-01-01,S005,P0057,44,0,44,False,False
2026-01-01,S005,P0058,35,0,35,False,False
2026-01-01,S005,P0059,35,0,35,False,False
2026-01-01,S005,P0060,45,0,45,False,False
2026-01-01,S005,P0061,37,0,37,False,False
2026-01-01,S005,P0062,28,2,26,False,False
2026-01-01,S005,P0063,37,0,37,False,False
2026-01-01,S005,P0064,31,0,31,False,False
2026-01-01,S005,P0065,28,0,28,False,False
2026-01-01,S005,P0066,39,0,39,False,False
2026-01-01,S005,P0067,31,1,30,False,False
2026-01-01,S005,P0068,38,0,38,False,False
2026-01-01,S005,P0069,46,0,46,False,False
2026-01-01,S005,P0070,38,0,38,False,False
2026-01-01,S005,P0071,32,0,32,False,False
2026-01-01,S005,P0072,33,0,33,False,False
2026-01-01,S005,P0073,36,0,36,False,False
2026-01-01,S005,P0074,35,0,35,False,False
2026-01-01,S005,P0075,32,0,32,False,False
2026-01-01,S005,P0076,28,0,28,False,False
2026-01-01,S005,P0077,35,0,35,False,False
2026-01-01,S005,P0078,37,1,36,False,False
2026-01-01,S005,P0079,42,1,41,False,False
2026-01-01,S005,P0080,36,1,35,False,False
2026-01-01,S006,P0001,36,0,36,False,False
2026-01-01,S006,P0002,29,4,25,False,False
2026-01-01,S006,P0003,34,0,34,False,False
2026-01-01,S006,P0004,37,0,37,False,False
2026-01-01,S006,P0005,36,0,36,False,False
2026-01-01,S006,P0006,31,2,29,False,False
2026-01-01,S006,P0007,36,0,36,False,False
2026-01-01,S006,P0008,26,1,25,False,False
2026-01-01,S006,P0009,33,0,33,False,False
2026-01-01,S006,P0010,37,6,31,False,False
2026-01-01,S006,P0011,31,1,30,False,False
2026-01-01,S006,P0012,30,0,30,False,False
2026-01-01,S006,P0013,38,0,38,False,False
2026-01-01,S006,P0014,29,0,29,False,False
2026-01-01,S006,P0015,45,1,44,False,False
2026-01-01,S006,P0016,37,0,37,False,False
2026-01-01,S006,P0017,32,0,32,False,False
2026-01-01,S006,P0018,34,0,34,False,False
2026-01-01,S006,P0019,24,0,24,False,False
2026-01-01,S006,P0020,37,0,37,False,False
2026-01-01,S006,P0021,47,0,47,False,False
2026-01-01,S006,P0022,40,0,40,False,False
2026-01-01,S006,P0023,31,0,31,False,False
2026-01-01,S006,P0024,26,0,26,False,False
2026-01-01,S006,P0025,31,0,31,False,False
2026-01-01,S006,P0026,37,1,36,False,False
2026-01-01,S006,P0027,40,0,40,False,False
2026-01-01,S006,P0028,23,0,23,False,False
2026-01-01,S006,P0029,39,0,39,False,False
2026-01-01,S006,P0030,34,0,34,False,False
2026-01-01,S006,P0031,38,1,37,False,False
2026-01-01,S006,P0032,28,2,26,False,False
2026-01-01,S006,P0033,39,0,39,False,False
2026-01-01,S006,P0034,35,0,35,False,False
2026-01-01,S006,P0035,38,0,38,False,False
2026-01-01,S006,P0036,37,0,37,False,False
2026-01-01,S006,P0037,43,0,43,False,False
2026-01-01,S006,P0038,37,1,36,False,False
2026-01-01,S006,P0039,23,5,18,False,False
2026-01-01,S006,P0040,27,2,25,False,False
2026-01-01,S006,P0041,44,0,44,False,False
2026-01-01,S006,P0042,36,0,36,False,False
2026-01-01,S006,P0043,25,0,25,False,False
2026-01-01,S006,P0044,40,0,40,False,False
2026-01-01,S006,P0045,38,1,37,False,False
2026-01-01,S006,P0046,32,0,32,False,False
2026-01-01,S006,P0047,37,0,37,False,False
2026-01-01,S006,P0048,21,0,21,False,False
2026-01-01,S006,P0049,34,0,34,False,False
2026-01-01,S006,P0050,41,0,41,False,False
2026-01-01,S006,P0051,38,0,38,False,False
2026-01-01,S006,P0052,43,2,41,False,False
2026-01-01,S006,P0053,37,0,37,False,False
2026-01-01,S006,P0054,34,1,33,False,False
2026-01-01,S006,P0055,34,0,34,False,False
2026-01-01,S006,P0056,31,0,31,False,False
2026-01-01,S006,P0057,43,0,43,False,False
2026-01-01,S006,P0058,42,0,42,False,False
2026-01-01,S006,P0059,23,1,22,False,False
2026-01-01,S006,P0060,37,1,36,False,False
2026-01-01,S006,P0061,24,0,24,False,False
2026-01-01,S006,P0062,43,0,43,False,False
2026-01-01,S006,P0063,31,0,31,False,False
2026-01-01,S006,P0064,30,0,30,False,False
2026-01-01,S006,P0065,34,0,34,False,False
2026-01-01,S006,P0066,38,1,37,False,False
2026-01-01,S006,P0067,41,0,41,False,False
2026-01-01,S006,P0068,30,0,30,False,False
2026-01-01,S006,P0069,23,0,23,False,False
2026-01-01,S006,P0070,49,0,49,False,False
2026-01-01,S006,P0071,36,0,36,False,False
2026-01-01,S006,P0072,39,0,39,False,False
2026-01-01,S006,P0073,40,0,40,False,False
2026-01-01,S006,P0074,39,0,39,False,False
2026-01-01,S006,P0075,32,0,32,False,False
2026-01-01,S006,P0076,37,2,35,False,False
2026-01-01,S006,P0077,39,0,39,False,False
2026-01-01,S006,P0078,35,1,34,False,False
2026-01-01,S006,P0079,26,0,26,False,False
2026-01-01,S006,P0080,36,0,36,False,False
2026-01-01,S007,P0001,38,0,38,False,False
2026-01-01,S007,P0002,35,0,35,False,False
2026-01-01,S007,P0003,40,0,40,False,False
2026-01-01,S007,P0004,24,0,24,False,False
2026-01-01,S007,P0005,39,1,38,False,False
2026-01-01,S007,P0006,37,0,37,False,False
2026-01-01,S007,P0007,35,0,35,False,False
2026-01-01,S007,P0008,32,0,32,False,False
2026-01-01,S007,P0009,35,0,35,False,False
2026-01-01,S007,P0010,52,0,52,False,False
2026-01-01,S007,P0011,39,1,38,False,False
2026-01-01,S007,P0012,46,0,46,False,False
2026-01-01,S007,P0013,39,0,39,False,False
2026-01-01,S007,P0014,38,0,38,False,False
2026-01-01,S007,P0015,39,0,39,False,False
2026-01-01,S007,P0016,29,0,29,False,False
2026-01-01,S007,P0017,41,0,41,False,False
2026-01-01,S007,P0018,35,0,35,False,False
2026-01-01,S007,P0019,44,0,44,False,False
2026-01-01,S007,P0020,41,0,41,False,False
2026-01-01,S007,P0021,31,0,31,False,False
2026-01-01,S007,P0022,33,2,31,False,False
2026-01-01,S007,P0023,34,0,34,False,False
2026-01-01,S007,P0024,36,0,36,False,False
2026-01-01,S007,P0025,34,0,34,False,False
2026-01-01,S007,P0026,42,0,42,False,False
2026-01-01,S007,P0027,32,1,31,False,False
2026-01-01,S007,P0028,29,0,29,False,False
2026-01-01,S007,P0029,42,0,42,False,False
2026-01-01,S007,P0030,33,0,33,False,False
2026-01-01,S007,P0031,36,0,36,False,False
2026-01-01,S007,P0032,40,0,40,False,False
2026-01-01,S007,P0033,45,0,45,False,False
2026-01-01,S007,P0034,35,0,35,False,False
2026-01-01,S007,P0035,35,0,35,False,False
2026-01-01,S007,P0036,37,0,37,False,False
2026-01-01,S007,P0037,34,0,34,False,False
2026-01-01,S007,P0038,30,0,30,False,False
2026-01-01,S007,P0039,38,0,38,False,False
2026-01-01,S007,P0040,33,0,33,False,False
2026-01-01,S007,P0041,53,0,53,False,False
2026-01-01,S007,P0042,37,0,37,False,False
2026-01-01,S007,P0043,40,0,40,False,False
2026-01-01,S007,P0044,36,1,35,False,False
2026-01-01,S007,P0045,46,1,45,False,False
2026-01-01,S007,P0046,32,0,32,False,False
2026-01-01,S007,P0047,41,0,41,False,False
2026-01-01,S007,P0048,37,0,37,False,False
2026-01-01,S007,P0049,26,0,26,False,False
2026-01-01,S007,P0050,30,1,29,False,False
2026-01-01,S007,P0051,30,0,30,False,False
2026-01-01,S007,P0052,32,0,32,False,False
2026-01-01,S007,P0053,31,0,31,False,False
2026-01-01,S007,P0054,47,0,47,False,False
2026-01-01,S007,P0055,42,0,42,False,False
2026-01-01,S007,P0056,28,0,28,False,False
2026-01-01,S007,P0057,30,2,28,False,False
2026-01-01,S007,P0058,31,0,31,False,False
2026-01-01,S007,P0059,41,0,41,False,False
2026-01-01,S007,P0060,34,0,34,False,False
2026-01-01,S007,P0061,38,0,38,False,False
2026-01-01,S007,P0062,34,0,34,False,False
2026-01-01,S007,P0063,37,0,37,False,False
2026-01-01,S007,P0064,37,0,37,False,False
2026-01-01,S007,P0065,48,0,48,False,False
2026-01-01,S007,P0066,33,0,33,False,False
2026-01-01,S007,P0067,34,3,31,False,False
2026-01-01,S007,P0068,29,0,29,False,False
2026-01-01,S007,P0069,37,0,37,False,False
2026-01-01,S007,P0070,30,0,30,False,False
2026-01-01,S007,P0071,27,0,27,False,False
2026-01-01,S007,P0072,31,0,31,False,False
2026-01-01,S007,P0073,37,0,37,False,False
2026-01-01,S007,P0074,43,0,43,False,False
2026-01-01,S007,P0075,27,0,27,False,False
2026-01-01,S007,P0076,34,3,31,False,False
2026-01-01,S007,P0077,41,0,41,False,False
2026-01-01,S007,P0078,34,0,34,False,False
2026-01-01,S007,P0079,43,0,43,False,False
2026-01-01,S007,P0080,41,1,40,False,False
2026-01-01,S008,P0001,36,2,34,False,False
2026-01-01,S008,P0002,41,0,41,False,False
2026-01-01,S008,P0003,40,0,40,False,False
2026-01-01,S008,P0004,29,0,29,False,False
2026-01-01,S008,P0005,38,1,37,False,False
2026-01-01,S008,P0006,37,0,37,False,False
2026-01-01,S008,P0007,32,0,32,False,False
2026-01-01,S008,P0008,31,0,31,False,False
2026-01-01,S008,P0009,27,0,27,False,False
2026-01-01,S008,P0010,40,0,40,False,False
2026-01-01,S008,P0011,41,0,41,False,False
2026-01-01,S008,P0012,25,0,25,False,False
2026-01-01,S008,P0013,31,0,31,False,False
2026-01-01,S008,P0014,27,0,27,False,False
2026-01-01,S008,P0015,33,0,33,False,False
2026-01-01,S008,P0016,31,0,31,False,False
2026-01-01,S008,P0017,28,2,26,False,False
2026-01-01,S008,P0018,28,0,28,False,False
2026-01-01,S008,P0019,36,0,36,False,False
